index_code,date,open,high,low,close,volume,money,change,label
sh000001,1997/3/17,1138.28,1159.54,1138.28,1158.48,11284870000,12054989000,0.029028247,1177.02
sh000001,1997/3/18,1164.96,1177.02,1148.08,1162.63,10507794000,11991783100,0.00358228,1170.4
sh000001,1997/3/19,1167.04,1170.4,1156.19,1161.27,8071929000,9403520100,-0.001169762,1168.49
sh000001,1997/3/20,1162.26,1168.49,1119.67,1120.72,7576374000,8328923400,-0.034918667,1167.21
sh000001,1997/3/21,1116.72,1167.21,1116.59,1167.17,7383739000,8497257900,0.04144657,1196.64
sh000001,1997/3/24,1186.95,1196.64,1181.33,1191.73,10888618000,12424952700,0.02104235,1201.62
sh000001,1997/3/25,1198.16,1201.62,1180.88,1197.84,9006469000,10318559000,0.005127,1215.47
sh000001,1997/3/26,1204.21,1215.47,1201.17,1215.31,8872766000,9614035100,0.014584586,1228.24
sh000001,1997/3/27,1220.55,1228.24,1202.77,1214.26,9687737000,10661140800,-0.000863977,1219.04
sh000001,1997/3/28,1213.81,1219.04,1199.53,1202.67,7532681000,8368521800,-0.009544908,1234.96
sh000001,1997/3/31,1210.02,1234.96,1210,1234.62,8505750000,9048962500,0.026565891,1246.31
sh000001,1997/4/1,1243.87,1246.31,1234.25,1241.03,8367888000,8328385700,0.005191881,1249.57
sh000001,1997/4/2,1246.41,1249.57,1232.31,1233.85,7583241000,8104114600,-0.005785517,1246.18
sh000001,1997/4/3,1233.82,1246.18,1222.56,1246.03,6891523000,7923154000,0.00987154,1269.74
sh000001,1997/4/4,1258.07,1269.74,1251.6,1260.96,10161852000,12297445700,0.011982055,1276.57
sh000001,1997/4/7,1259.59,1276.57,1252.75,1276.41,10098885000,11880395600,0.012252569,1278.3
sh000001,1997/4/8,1277.06,1278.3,1246.72,1247.26,8053775000,9738363500,-0.02283749,1286.91
sh000001,1997/4/9,1251.57,1286.91,1251.56,1286.85,9604504000,11978369600,0.031741578,1299.74
sh000001,1997/4/10,1293.26,1299.74,1279.49,1281.89,10861329000,13078690300,-0.003854373,1283.56
sh000001,1997/4/11,1279.34,1283.56,1251.01,1278.53,9223723000,11052692400,-0.00262113,1325.67
sh000001,1997/4/14,1293.98,1325.67,1293.98,1316.92,14119474000,15454527200,0.030026671,1326.38
sh000001,1997/4/15,1318.57,1326.38,1298.18,1324.96,10320303000,11510269400,0.006105154,1338.42
sh000001,1997/4/16,1334.31,1338.42,1318.16,1327.78,9697085000,11061576900,0.002128366,1331.18
sh000001,1997/4/17,1323.42,1331.18,1319.76,1323.37,7803004000,8753417500,-0.003321333,1338.85
sh000001,1997/4/18,1325.23,1338.85,1305.96,1338.03,8801098000,9889555900,0.011077779,1365.22
sh000001,1997/4/21,1355.56,1365.22,1350.8,1362.08,12377890000,13455767800,0.017974186,1368.88
sh000001,1997/4/22,1362.98,1368.88,1354.45,1365.5,10857721000,11914352700,0.002510866,1380.36
sh000001,1997/4/23,1370.05,1380.36,1368.65,1378.84,10522662000,13472004300,0.009769315,1386.52
sh000001,1997/4/24,1370.17,1386.52,1356.52,1380.28,10035406000,13176252400,0.001044356,1386.27
sh000001,1997/4/25,1382.93,1386.27,1363.98,1364.98,10444571000,13882035100,-0.011084707,1381.56
sh000001,1997/4/28,1372.26,1381.56,1346.26,1352,9226121000,12072769500,-0.009509297,1376.82
sh000001,1997/4/29,1354,1376.82,1335.76,1376.77,8349533000,10077059800,0.018321006,1396.48
sh000001,1997/4/30,1385.3,1396.48,1376.46,1393.75,8331599000,10347570500,0.012333215,1448.99
sh000001,1997/5/5,1398.14,1448.99,1398.05,1448.93,10288347000,12890553500,0.039591031,1483.5
sh000001,1997/5/6,1462.03,1483.5,1459.68,1482.99,11585373000,15976226000,0.023507002,1499.62
sh000001,1997/5/7,1495.22,1499.62,1464.86,1495.46,11442789000,15637243500,0.008408688,1504.26
sh000001,1997/5/8,1496.98,1504.26,1401.59,1405.18,11449654000,15588909100,-0.060369385,1469.08
sh000001,1997/5/9,1412.9,1469.08,1394.42,1467.23,9601984000,13238872800,0.044158044,1510.18
sh000001,1997/5/12,1490.78,1510.18,1486.45,1500.4,13162879000,15982974800,0.022607226,1501.25
sh000001,1997/5/13,1501.25,1501.25,1436.21,1464.28,10808461000,13042277600,-0.02407358,1447.67
sh000001,1997/5/14,1447.61,1447.67,1378.03,1379.22,8075459000,10436190700,-0.058089983,1425.3
sh000001,1997/5/15,1371.19,1425.3,1360.23,1417.67,6742493000,9072862500,0.027878076,1394.21
sh000001,1997/5/16,1309.6,1394.21,1287.07,1315.92,9768284000,12486788000,-0.071772697,1350.58
sh000001,1997/5/19,1330.79,1350.58,1316.13,1344.61,5613684000,6869278000,0.021802237,1386.37
sh000001,1997/5/20,1351.66,1386.37,1351.23,1381.12,5354499000,7286682400,0.027152855,1389.6
sh000001,1997/5/21,1386.85,1389.6,1340.29,1354.88,5652777000,7877208100,-0.018999073,1300.98
sh000001,1997/5/22,1248.97,1300.98,1232.2,1235.22,6673195000,8574500600,-0.088317785,1263.52
sh000001,1997/5/23,1238.69,1263.52,1225.8,1254.27,5390990000,7602164900,0.015422354,1275.3
sh000001,1997/5/26,1268.59,1275.3,1213.24,1251.55,5863918000,8336778500,-0.002168592,1281.75
sh000001,1997/5/27,1258.38,1281.75,1253.25,1281.74,5377609000,7523496100,0.024122089,1288.74
sh000001,1997/5/28,1283,1288.74,1265.57,1270.35,4808782000,7113638100,-0.008886358,1282.85
sh000001,1997/5/29,1267.52,1282.85,1262.57,1263.35,4661898000,6385676200,-0.005510292,1285.39
sh000001,1997/5/30,1261.29,1285.39,1254.62,1285.18,3937747000,5466626300,0.017279455,1336.42
sh000001,1997/6/2,1302.82,1336.42,1302.16,1336.28,6344059000,8578887400,0.039760967,1344.64
sh000001,1997/6/3,1341.68,1344.64,1313.46,1338.76,7059196000,9995071200,0.001855898,1363.71
sh000001,1997/6/4,1345.38,1363.71,1344.59,1361.19,7167137000,10386088200,0.01675431,1369.51
sh000001,1997/6/5,1362.19,1369.51,1346.97,1360.23,6025594000,9190508800,-0.000705265,1314.73
sh000001,1997/6/6,1271.31,1314.73,1254.27,1275.3,9218915000,13058514500,-0.06243797,1282.75
sh000001,1997/6/9,1275.25,1282.75,1255.67,1274.92,3482366000,4707605800,-0.000297969,1285.04
sh000001,1997/6/10,1278.99,1285.04,1239.86,1241.74,2750901000,3575955500,-0.026025162,1244.01
sh000001,1997/6/11,1239.5,1244.01,1175.71,1220.4,3670099000,4622822900,-0.017185562,1229.64
sh000001,1997/6/12,1224.47,1229.64,1211.8,1212.77,2912346000,3449201600,-0.006252049,1244.24
sh000001,1997/6/13,1154.98,1244.24,1154.97,1243.98,4544997000,5551122900,0.025734476,1269.63
sh000001,1997/6/16,1255.77,1269.63,1255.77,1261.47,4840552000,6258708100,0.014059712,1263.9
sh000001,1997/6/17,1260.41,1263.9,1245.34,1245.93,3604596000,4267129400,-0.012318961,1254.9
sh000001,1997/6/18,1252.02,1254.9,1230.3,1232.68,3284719000,3992862500,-0.010634626,1250.64
sh000001,1997/6/19,1233.68,1250.64,1227.25,1230.74,3087207000,4012370500,-0.001573807,1292.32
sh000001,1997/6/20,1244,1292.32,1244,1291.2,4840670000,6544560600,0.049124917,1322.98
sh000001,1997/6/23,1313.24,1322.98,1265.18,1283.5,6216438000,9060128500,-0.005963445,1304.05
sh000001,1997/6/24,1287.19,1304.05,1283.72,1303.93,4145512000,5712507700,0.015917413,1311.2
sh000001,1997/6/25,1309.34,1311.2,1293.35,1297.59,4441957000,6130002700,-0.004862224,1295.15
sh000001,1997/6/26,1295.11,1295.15,1280.85,1284.46,4106079000,5216910600,-0.010118759,1291.98
sh000001,1997/6/27,1287.92,1291.98,1246.93,1250.27,5632511000,8350718800,-0.02661819,1261.57
sh000001,1997/7/2,1255.91,1261.57,1147.33,1199.06,3923861000,5649594700,-0.040959153,1194.68
sh000001,1997/7/3,1194.68,1194.68,1149.94,1150.62,3737271000,4686329400,-0.040398312,1163.25
sh000001,1997/7/4,1138.92,1163.25,1124.78,1159.34,4445420000,5035910300,0.007578523,1163.45
sh000001,1997/7/7,1161.71,1163.45,1085.57,1096.82,3526133000,4145645100,-0.053927234,1115.43
sh000001,1997/7/8,1092.8,1115.43,1066.04,1109.67,3675202000,4299877700,0.011715687,1122.67
sh000001,1997/7/9,1113.64,1122.67,1104.09,1120.84,3214466000,3476656500,0.010066056,1137.87
sh000001,1997/7/10,1121.26,1137.87,1115.21,1120.15,3354190000,3583109400,-0.00061561,1155.06
sh000001,1997/7/11,1116.42,1155.06,1114.4,1154.79,3965974000,4611333400,0.03092443,1185.78
sh000001,1997/7/14,1163.29,1185.78,1158.45,1185.72,5573165000,6522437700,0.026784091,1201.21
sh000001,1997/7/15,1189.47,1201.21,1180.19,1200.11,5727596000,6440764700,0.012136086,1204.86
sh000001,1997/7/16,1201.6,1204.86,1184.45,1190.83,5273630000,6246713900,-0.007732625,1203.5
sh000001,1997/7/17,1188.27,1203.5,1180.93,1197.23,4578718000,5560614800,0.005374403,1210.44
sh000001,1997/7/18,1199.4,1210.44,1191.29,1209.86,4765964000,5982634100,0.010549351,1218.48
sh000001,1997/7/21,1215.84,1218.48,1188.88,1193.53,4940280000,5993836500,-0.013497429,1208.26
sh000001,1997/7/22,1189.12,1208.26,1163.47,1208.25,4552630000,5444710900,0.012333163,1223.82
sh000001,1997/7/23,1219.06,1223.82,1194.7,1198.86,4808424000,5461629600,-0.00777157,1200.31
sh000001,1997/7/24,1194.71,1200.31,1172.37,1174.22,3325957000,3820911100,-0.020552859,1177.65
sh000001,1997/7/25,1166.57,1177.65,1158.14,1170.86,3112253000,3445143100,-0.002861474,1167.88
sh000001,1997/7/28,1167.81,1167.88,1138.48,1141.78,3059538000,3327072600,-0.024836445,1161.2
sh000001,1997/7/29,1137.32,1161.2,1133.18,1153.23,3033113000,2967735300,0.010028202,1179.48
sh000001,1997/7/30,1157.09,1179.48,1157,1179.42,3652351000,3508086400,0.022710127,1192.2
sh000001,1997/7/31,1184.94,1192.2,1179.72,1189.76,3763266000,3644509100,0.008767021,1194.03
sh000001,1997/8/1,1191.65,1194.03,1182.22,1192.83,3286478000,3105525900,0.002580352,1201.92
sh000001,1997/8/4,1196.25,1201.92,1188.68,1200.33,4326691000,4201353900,0.006287568,1207.23
sh000001,1997/8/5,1203.36,1207.23,1193.7,1196.27,3597457000,3481090300,-0.003382403,1197.45
sh000001,1997/8/6,1196.04,1197.45,1170.27,1171.94,2972321000,2869078900,-0.020338218,1199.24
sh000001,1997/8/7,1167.93,1199.24,1161.63,1199.24,3448699000,3132656700,0.023294708,1216.56
sh000001,1997/8/8,1205.95,1216.56,1201.36,1206.05,7033741000,5940437100,0.005678596,1206.76
sh000001,1997/8/11,1206.46,1206.76,1182.45,1184.08,5036508000,4929063200,-0.018216492,1183.44
sh000001,1997/8/12,1177.26,1183.44,1145.75,1146.81,3936901000,3871581700,-0.031475914,1153.5
sh000001,1997/8/13,1139.25,1153.5,1118.2,1120.13,3460815000,3209822100,-0.023264534,1168.34
sh000001,1997/8/14,1120.47,1168.34,1120.25,1168.11,3952971000,3598623100,0.042834314,1174.88
sh000001,1997/8/15,1174.18,1174.88,1133.89,1143.06,4767614000,3827543700,-0.021444898,1139.61
sh000001,1997/8/18,1139.61,1139.61,1116.15,1134.63,3357464000,2998716300,-0.007374941,1143.2
sh000001,1997/8/19,1134.62,1143.2,1128.11,1132.91,2571981000,2344032100,-0.001515913,1144.65
sh000001,1997/8/20,1135.05,1144.65,1133.74,1144.64,2507383000,2295861800,0.010353867,1165.22
sh000001,1997/8/21,1148.39,1165.22,1147.82,1164.55,4007224000,3786447300,0.017394115,1174.49
sh000001,1997/8/22,1159.39,1174.49,1156.83,1171.83,4337399000,3976633100,0.006251342,1184.33
sh000001,1997/8/25,1175.45,1184.33,1175.38,1184.1,4539603000,4315869600,0.010470802,1194.13
sh000001,1997/8/26,1186.07,1194.13,1181.24,1194.04,5549792000,5340460100,0.008394561,1199.47
sh000001,1997/8/27,1195.43,1199.47,1188.33,1198.51,5433720000,4741972800,0.003743593,1216.08
sh000001,1997/8/28,1201.06,1216.08,1194.68,1213.89,6942657000,6013709300,0.0128326,1223.07
sh000001,1997/8/29,1214.31,1223.07,1209.48,1221.06,7318643000,6150700000,0.005906631,1230.07
sh000001,1997/9/1,1224.18,1230.07,1219.1,1229.87,6798216000,5991917000,0.007215043,1232.69
sh000001,1997/9/2,1228.48,1232.69,1215.92,1226.3,5896206000,5091316200,-0.002902746,1243.33
sh000001,1997/9/3,1223.62,1243.33,1223.46,1240.82,5758038000,5352406000,0.011840496,1253.15
sh000001,1997/9/4,1245.78,1253.15,1245.64,1251.3,5447049000,5370932500,0.008446028,1253.35
sh000001,1997/9/5,1250.6,1253.35,1241.22,1251.55,4722780000,4392509900,0.000199792,1257.55
sh000001,1997/9/8,1253.15,1257.55,1245.74,1255.23,5484254000,4763892000,0.002940354,1257.93
sh000001,1997/9/9,1255.18,1257.93,1230.44,1231.03,4544453000,4003547400,-0.019279335,1256.04
sh000001,1997/9/10,1230.43,1256.04,1227.64,1256.04,5390723000,4406576000,0.02031632,1264.49
sh000001,1997/9/11,1260.52,1264.49,1236.11,1242.71,7133641000,5885819600,-0.010612719,1247.91
sh000001,1997/9/12,1240.5,1247.91,1207.83,1208.7,4310666000,3565977200,-0.027367608,1211.68
sh000001,1997/9/15,1205.9,1211.68,1175.95,1179.29,3578373000,3010796300,-0.024331927,1193.85
sh000001,1997/9/16,1182.76,1193.85,1181.17,1187.22,2651954000,2091516300,0.006724385,1191.3
sh000001,1997/9/17,1188.89,1191.3,1162.24,1167.56,2425953000,1907661200,-0.016559694,1181.75
sh000001,1997/9/18,1169.67,1181.75,1164.65,1172.37,2300956000,1907745000,0.004119703,1185.09
sh000001,1997/9/19,1174.77,1185.09,1168.87,1184.52,2018437000,1728449700,0.010363622,1185.1
sh000001,1997/9/22,1184.49,1185.1,1102.62,1103.97,3062643000,2424971000,-0.068002229,1105.28
sh000001,1997/9/23,1096.19,1105.28,1025.13,1041.97,4299589000,3016465000,-0.056160946,1110.11
sh000001,1997/9/24,1064.66,1110.11,1064.66,1110.01,4964027000,4005446100,0.065299385,1130.13
sh000001,1997/9/25,1118.37,1130.13,1106.25,1117.01,4336333000,3508322100,0.006306249,1118.94
sh000001,1997/9/26,1118.69,1118.94,1094.42,1109.63,2741706000,2176719100,-0.006606924,1106.34
sh000001,1997/9/29,1106.34,1106.34,1079.34,1084.07,2436154000,2035517300,-0.023034705,1100.39
sh000001,1997/9/30,1083.41,1100.39,1083.23,1097.38,2045300000,1663258000,0.012277805,1105.41
sh000001,1997/10/6,1100.7,1105.41,1091.15,1098.9,1565933000,1229231700,0.001385117,1102.71
sh000001,1997/10/7,1098.29,1102.71,1087.02,1102.57,1762384000,1200352100,0.003339703,1140.94
sh000001,1997/10/8,1122.97,1140.94,1116.71,1134.87,2933823000,2243619400,0.029295192,1138.66
sh000001,1997/10/9,1134.59,1138.66,1120.09,1122.47,2025031000,1541477500,-0.010926362,1131.57
sh000001,1997/10/10,1121.34,1131.57,1120.51,1130.79,1951931000,1501252200,0.007412225,1138.4
sh000001,1997/10/13,1136.43,1138.4,1117.39,1119.82,1899293000,1457219700,-0.009701182,1118.02
sh000001,1997/10/14,1116.3,1118.02,1105.7,1117.93,1538060000,1150947800,-0.001687771,1129.65
sh000001,1997/10/15,1119.11,1129.65,1116.43,1125.78,2145228000,1749252200,0.007021907,1151.39
sh000001,1997/10/16,1131.4,1151.39,1131.39,1150.31,3386234000,3291869700,0.021789337,1180.22
sh000001,1997/10/17,1155.42,1180.22,1153.9,1176.49,4599942000,4774029900,0.022759082,1191.04
sh000001,1997/10/20,1183.74,1191.04,1173.56,1187.37,4608956000,4829096300,0.009247847,1192.34
sh000001,1997/10/21,1190.5,1192.34,1179.57,1191.87,4232146000,4282884700,0.003789889,1203.02
sh000001,1997/10/22,1193.7,1203.02,1168.45,1177.52,6082871000,6653317300,-0.012039904,1186.07
sh000001,1997/10/23,1178.98,1186.07,1170.23,1173.36,4154787000,4283534500,-0.003532849,1179.81
sh000001,1997/10/24,1172.88,1179.81,1164.06,1178.31,3775922000,3588265400,0.004218654,1235.95
sh000001,1997/10/27,1183.65,1235.95,1183.65,1235.83,6563903000,6914509200,0.048815677,1241.83
sh000001,1997/10/28,1239.59,1241.83,1172.89,1177.92,5248239000,5535180200,-0.046859196,1188.8
sh000001,1997/10/29,1168.23,1188.8,1162.98,1184.09,3591003000,3588121600,0.005238047,1207.97
sh000001,1997/10/30,1189.27,1207.97,1173.65,1174.85,4817378000,5026978700,-0.007803461,1181.51
sh000001,1997/10/31,1164.91,1181.51,1158.74,1180.39,3050338000,2911499600,0.004715496,1185.07
sh000001,1997/11/3,1181.16,1185.07,1176.55,1180.85,2562182000,2485202500,0.000389702,1190.47
sh000001,1997/11/4,1180.87,1190.47,1180.87,1184.7,2362328000,2209279400,0.003260363,1194.67
sh000001,1997/11/5,1186.1,1194.67,1179.35,1194.04,4919680000,4369456400,0.007883852,1203.09
sh000001,1997/11/6,1198.66,1203.09,1179.58,1181.12,4281561000,4356875200,-0.010820408,1195.74
sh000001,1997/11/7,1181.78,1195.74,1177.63,1195.14,3627501000,3603232300,0.011870089,1202.58
sh000001,1997/11/10,1199.37,1202.58,1178.63,1185.78,3996574000,4219254300,-0.007831718,1187.74
sh000001,1997/11/11,1183.42,1187.74,1168.48,1186.63,2996537000,2992529300,0.000716828,1193.53
sh000001,1997/11/12,1190.01,1193.53,1171.56,1174.19,2949103000,2883434900,-0.01048347,1185.28
sh000001,1997/11/13,1169.7,1185.28,1157.29,1185.02,2981946000,2927518000,0.00922338,1208.84
sh000001,1997/11/14,1187.35,1208.84,1181.69,1197.83,3893766000,3854694300,0.010809944,1213.23
sh000001,1997/11/17,1210.68,1213.23,1190.43,1191.33,2722943000,2651546800,-0.00542648,1193.31
sh000001,1997/11/18,1190.26,1193.31,1182.61,1183.35,2563705000,2459010300,-0.006698396,1191.96
sh000001,1997/11/19,1185.1,1191.96,1175.78,1181.63,2656860000,2347195400,-0.001453501,1189.5
sh000001,1997/11/20,1182.74,1189.5,1169.1,1172.43,3245751000,2811422600,-0.007785855,1169.11
sh000001,1997/11/21,1168.97,1169.11,1152.01,1158.56,2927301000,2736144200,-0.011830131,1150.56
sh000001,1997/11/24,1150.42,1150.56,1122.94,1124.94,2966754000,2616503900,-0.029018782,1131.13
sh000001,1997/11/25,1120.86,1131.13,1114.14,1125.53,3584243000,3562739500,0.000524472,1143.82
sh000001,1997/11/26,1126.6,1143.82,1124.48,1143.82,2347278000,2070071900,0.016250122,1141.97
sh000001,1997/11/27,1141.77,1141.97,1120.52,1122.52,2512619000,2287806600,-0.018621811,1139.64
sh000001,1997/11/28,1117.57,1139.64,1114.43,1139.63,2657870000,2630263400,0.01524249,1139.29
sh000001,1997/12/1,1137.59,1139.29,1130.45,1133.09,2312875000,2348490700,-0.005738705,1139.6
sh000001,1997/12/2,1133.59,1139.6,1128.5,1130.17,1875374000,1777467100,-0.002577024,1130.32
sh000001,1997/12/3,1129.78,1130.32,1121.59,1122.55,1917993000,1790538500,-0.006742348,1137.01
sh000001,1997/12/4,1121.8,1137.01,1119.2,1135.87,2290658000,2269438200,0.011865841,1144.22
sh000001,1997/12/5,1139.48,1144.22,1134.93,1136.2,2396652000,2269563200,0.000290526,1143.08
sh000001,1997/12/8,1140.55,1143.08,1136.58,1139.36,2096403000,1934358800,0.0027812,1148.17
sh000001,1997/12/9,1139.81,1148.17,1137.32,1148.17,2146267000,2082659500,0.007732411,1158.99
sh000001,1997/12/10,1150.48,1158.99,1149.33,1157.84,2368716000,2269650900,0.008422098,1159.75
sh000001,1997/12/11,1159.05,1159.75,1145.55,1159.17,2317636000,2515716000,0.001148691,1165.81
sh000001,1997/12/12,1160.22,1165.81,1153.43,1153.84,2571101000,2832869600,-0.004598118,1168.06
sh000001,1997/12/15,1155.72,1168.06,1155.6,1168.03,3166176000,3320915200,0.012298066,1174.81
sh000001,1997/12/16,1170.46,1174.81,1165.6,1174.8,3339194000,3758268400,0.005796084,1169.74
sh000001,1997/12/17,1169.64,1169.74,1145.89,1146.52,3323458000,3647475100,-0.024072182,1159.11
sh000001,1997/12/18,1142.1,1159.11,1138.4,1154.17,3049009000,3185970800,0.006672365,1161.88
sh000001,1997/12/19,1154.7,1161.88,1151.14,1160.77,3244670000,3346951300,0.005718395,1169.03
sh000001,1997/12/22,1162.68,1169.03,1153.44,1169.01,4233415000,4923252300,0.007098736,1176.92
sh000001,1997/12/23,1171.9,1176.92,1165.06,1171.25,3313634000,3795481400,0.001916151,1173.54
sh000001,1997/12/24,1171.74,1173.54,1164.86,1169.66,3178988000,3355946100,-0.001357524,1181.48
sh000001,1997/12/25,1170.56,1181.48,1169.99,1181.28,3598401000,4117566300,0.009934511,1194.24
sh000001,1997/12/26,1187.75,1194.24,1186.53,1191.92,4192918000,4857847500,0.009007179,1198.97
sh000001,1997/12/29,1196.3,1198.97,1185.66,1186.61,3670210000,3902572200,-0.004454997,1193.62
sh000001,1997/12/30,1186.14,1193.62,1179.56,1181.14,2792940000,2955963900,-0.004609771,1195.05
sh000001,1997/12/31,1182.25,1195.05,1182.25,1194.1,3093250000,3585277000,0.01097245,1220.5
sh000001,1998/1/5,1200.95,1220.5,1200.22,1220.47,4371532000,5363527600,0.022083578,1233.64
sh000001,1998/1/6,1223.73,1233.64,1215.41,1233.62,5148664000,6196189100,0.010774538,1244.1
sh000001,1998/1/7,1233.96,1244.1,1231.15,1244.07,5756557000,6276869400,0.008471004,1250.01
sh000001,1998/1/8,1243.12,1250.01,1235.89,1237.16,4069472000,4535351200,-0.00555435,1245
sh000001,1998/1/9,1233.7,1245,1221.3,1239.9,5357096000,6395907500,0.00221475,1246.65
sh000001,1998/1/12,1242.21,1246.65,1226.4,1226.97,5739689000,6646772100,-0.01042826,1211.88
sh000001,1998/1/13,1211.88,1211.88,1110.09,1167.65,7194435000,8983544000,-0.04834674,1203.25
sh000001,1998/1/14,1170.35,1203.25,1170.32,1202.22,5703800000,6237845500,0.029606475,1217.86
sh000001,1998/1/15,1210.42,1217.86,1196.15,1215.43,5539255000,5643742300,0.010988006,1220.97
sh000001,1998/1/16,1215.82,1220.97,1207.92,1213.96,4120326000,4534913200,-0.001209449,1216.99
sh000001,1998/1/19,1215.41,1216.99,1205.48,1213.13,3262038000,3662318100,-0.000683713,1215.57
sh000001,1998/1/20,1211.28,1215.57,1195.38,1203.72,3129378000,3443180100,-0.007756794,1209.69
sh000001,1998/1/21,1201.99,1209.69,1198.23,1200.2,3032972000,2739035300,-0.002924268,1207.45
sh000001,1998/1/22,1200.52,1207.45,1194.38,1204.43,4361254000,4027799000,0.003524413,1224.12
sh000001,1998/1/23,1206.5,1224.12,1206.45,1222.91,3580684000,3378707400,0.015343357,1262.62
sh000001,1998/2/9,1258,1262.62,1244.43,1248.04,4358584000,4617527400,0.020549345,1248.6
sh000001,1998/2/10,1248.6,1248.6,1233.7,1236.51,5324563000,4834391900,-0.009238486,1251.45
sh000001,1998/2/11,1234.18,1251.45,1233.53,1250.24,4815520000,4262613900,0.011103833,1254.41
sh000001,1998/2/12,1253.39,1254.41,1242,1246.3,4749077000,4545818400,-0.003151395,1251.91
sh000001,1998/2/13,1246.73,1251.91,1241.82,1245.91,4097735000,4452571300,-0.000312926,1247.97
sh000001,1998/2/16,1246.8,1247.97,1230.92,1236.24,4615358000,4970755900,-0.007761395,1240.58
sh000001,1998/2/17,1234.84,1240.58,1228.11,1238.5,3525859000,3717914700,0.001828124,1240.18
sh000001,1998/2/18,1239.63,1240.18,1225.5,1229.83,4614067000,4675451200,-0.007000404,1235.49
sh000001,1998/2/19,1229.81,1235.49,1223.93,1232.58,3300714000,3345370600,0.002236081,1237.92
sh000001,1998/2/20,1234.6,1237.92,1224.58,1226.02,3159234000,3200611900,-0.00532217,1217.86
sh000001,1998/2/23,1217.86,1217.86,1195.89,1208.6,3807533000,3921520700,-0.014208577,1216.35
sh000001,1998/2/24,1206.93,1216.35,1206.09,1208.22,3526684000,3246038100,-0.000314413,1209.49
sh000001,1998/2/25,1208.52,1209.49,1191.75,1194.67,3428467000,3325572700,-0.011214845,1206.67
sh000001,1998/2/26,1193,1206.67,1189.52,1206.67,3147775000,3223861100,0.010044615,1213.73
sh000001,1998/2/27,1209.44,1213.73,1202.87,1206.53,3582150000,3607948400,-0.000116022,1205.75
sh000001,1998/3/2,1196.74,1205.75,1182.61,1188.31,4843155000,4824057500,-0.015101158,1201.8
sh000001,1998/3/3,1186.52,1201.8,1185.3,1201.79,3561297000,3497563800,0.011343841,1214
sh000001,1998/3/4,1204.95,1214,1201.25,1213.25,3595148000,4065636000,0.009535776,1219.28
sh000001,1998/3/5,1217.85,1219.28,1206.37,1207.54,3223419000,3570224500,-0.004706367,1208.98
sh000001,1998/3/6,1208.75,1208.98,1202.12,1206.45,3085020000,3304971700,-0.000902662,1208.62
sh000001,1998/3/9,1207.96,1208.62,1197.57,1200.83,3091094000,3486186300,-0.004658295,1205.83
sh000001,1998/3/10,1199.63,1205.83,1186.55,1199.83,2980644000,3271175300,-0.000832757,1210.53
sh000001,1998/3/11,1201.26,1210.53,1187.44,1190.04,3655966000,4330453700,-0.008159489,1188.28
sh000001,1998/3/12,1187.54,1188.28,1175.55,1178.97,2504100000,2586090600,-0.009302208,1184.96
sh000001,1998/3/13,1177.82,1184.96,1176.01,1184.96,2331528000,2449195700,0.005080706,1188.62
sh000001,1998/3/16,1186.19,1188.62,1179.44,1188.48,3018911000,3361364400,0.002970564,1202.84
sh000001,1998/3/17,1193.67,1202.84,1193.24,1202.84,3733760000,4211386200,0.01208266,1204.74
sh000001,1998/3/18,1204.1,1204.74,1191.91,1193.91,3622608000,4012765200,-0.007424096,1195.83
sh000001,1998/3/19,1192.4,1195.83,1184.87,1188.72,3359438000,3477551200,-0.004347061,1192.32
sh000001,1998/3/20,1188.6,1192.32,1183.25,1187.5,2789824000,2931556100,-0.001026314,1186.86
sh000001,1998/3/23,1186.56,1186.86,1178.04,1179.87,3610322000,3843850600,-0.006425263,1194.06
sh000001,1998/3/24,1180.09,1194.06,1179.97,1194.02,3519725000,3649985600,0.011992847,1209.77
sh000001,1998/3/25,1207.62,1209.77,1188.85,1191.55,4125855000,4565068100,-0.002068642,1193.82
sh000001,1998/3/26,1191,1193.82,1186.22,1188.87,4520501000,4470460600,-0.002249171,1223.93
sh000001,1998/3/27,1189.41,1223.93,1188.86,1223.57,6828855000,7179516500,0.02918738,1249.44
sh000001,1998/3/30,1230.94,1249.44,1228.3,1249.44,7296184000,7862277900,0.021143049,1252.24
sh000001,1998/3/31,1251.34,1252.24,1238.64,1243.02,6091676000,6380874700,-0.005138302,1255.01
sh000001,1998/4/1,1243.37,1255.01,1240.06,1254.97,6222174000,6704315100,0.009613683,1285.03
sh000001,1998/4/2,1259.59,1285.03,1259.58,1269.02,10312029000,10971261300,0.011195487,1286.11
sh000001,1998/4/3,1268.57,1286.11,1266.03,1286.08,7910901000,8314567200,0.013443445,1306.38
sh000001,1998/4/6,1291.61,1306.38,1286.43,1306.38,10207026000,10166655200,0.015784399,1310.29
sh000001,1998/4/7,1308.56,1310.29,1296.54,1303.14,16278826000,8076861400,-0.002480136,1322.83
sh000001,1998/4/8,1303.41,1322.83,1302.41,1322.79,14139193000,10762974600,0.015078963,1328.79
sh000001,1998/4/9,1326.44,1328.79,1288.89,1297.23,15117022000,11900294900,-0.019322795,1311.53
sh000001,1998/4/10,1294.62,1311.53,1293.59,1311.51,14626799000,9246628400,0.011008071,1326.3
sh000001,1998/4/13,1319.95,1326.3,1311.83,1318.75,12145809000,10267522500,0.005520354,1320.91
